PROGRAM_TYPE,GENERAL_SITE_ID,LOCAL_SITE_NAME,SITE_TYPE,BASIN_NAME,GSP_NAME,GSA_NAME,ALT_AGENCY_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,STATE_WELL_NUMBER,RP_ELEVATION,RP_DESCRIPTION,RP_ELEVATION_SUBSURFACE,GS_ELEVATION,MEAS_METHOD,MEAS_ACC,LATITUDE,LONGITUDE,DEPTH,CASED_DEPTH,DEPTH_TOP,DEPTH_BOTTOM,COUNTY,CREATED_DT,UPDATED_DT
SGMA,250,Ave. 188 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.1308,-119.056,,,,,Tulare,2020-01-27 16:33:57.098123,2020-01-27 16:33:57.098123
SGMA,250,Ave. 188 Bridge,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.1308,-119.056,,,,,Tulare,2020-01-27 16:33:57.098123,2020-01-27 16:33:57.098123
SGMA,251,Kaweah River Check,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3719,-119.1,,,,,Tulare,2020-01-27 16:33:57.113043,2020-01-27 16:33:57.113043
SGMA,251,Kaweah River Check,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3719,-119.1,,,,,Tulare,2020-01-27 16:33:57.113043,2020-01-27 16:33:57.113043
SGMA,252,Q 810,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3113,-119.135,,,,,Tulare,2020-01-27 16:33:57.128366,2020-01-27 16:33:57.128366
SGMA,252,Q 810,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3113,-119.135,,,,,Tulare,2020-01-27 16:33:57.128366,2020-01-27 16:33:57.128366
SGMA,253,N 598,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3253,-119.106,,,,,Tulare,2020-01-27 16:33:57.142591,2020-01-27 16:33:57.142591
SGMA,253,N 598,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.3253,-119.106,,,,,Tulare,2020-01-27 16:33:57.142591,2020-01-27 16:33:57.142591
SGMA,254,BR01,Surveying/Benchmark Sites,5-022.11 Kaweah,EKGSA 2nd Amended GSP,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.414,-119.14,,,,,Tulare,2020-01-27 16:33:57.157467,2020-01-27 16:33:57.157467
SGMA,254,BR01,Surveying/Benchmark Sites,5-022.11 Kaweah,East Kaweah,East Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,Unknown,,0,Unknown,Unknown,36.414,-119.14,,,,,Tulare,2020-01-27 16:33:57.157467,2020-01-27 16:33:57.157467
SGMA,255,SUB067,Surveying/Benchmark Sites,5-022.06 Madera,Madera_RCWD_Adopted,Root Creek Water District GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.844,-119.934,,,,,Madera,2020-01-28 08:40:13.905698,2020-01-28 08:40:13.905698
SGMA,256,SUB031,Surveying/Benchmark Sites,5-022.08 Kings,Madera_RCWD_Adopted,Root Creek Water District GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.875,-119.792,,,,,Fresno,2020-01-28 08:40:13.927088,2020-01-28 08:40:13.927088
SGMA,257,SUB046,Surveying/Benchmark Sites,5-022.06 Madera,Madera_RCWD_Adopted,Root Creek Water District GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.9755,-119.794,,,,,Madera,2020-01-28 08:40:13.941234,2020-01-28 08:40:13.941234
SGMA,277,LEMA (RMS),Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.2919,-119.782,,,,,Kings,2020-01-28 13:43:19.038413,2020-01-28 13:43:19.038413
SGMA,278,SUB028,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.2556,-119.86,,,,,Kings,2020-01-28 13:43:19.056730,2020-01-28 13:43:19.056730
SGMA,279,SUB061,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1723,-119.816,,,,,Kings,2020-01-28 13:43:19.065717,2020-01-28 13:43:19.065717
SGMA,280,SUB086,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3626,-119.809,,,,,Kings,2020-01-28 13:43:19.074637,2020-01-28 13:43:19.074637
SGMA,281,SUB102,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,South Fork Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1895,-119.845,,,,,Kings,2020-01-28 13:43:19.083142,2020-01-28 13:43:19.083142
SGMA,287,SUB027,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Southwest Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.9926,-119.959,,,,,Kings,2020-01-28 14:21:41.485717,2020-01-28 14:21:41.485717
SGMA,288,SUB030,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Southwest Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.8571,-119.892,,,,,Kings,2020-01-28 14:21:41.503800,2020-01-28 14:21:41.503800
SGMA,289,SUB076,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Southwest Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.7899,-119.869,,,,,Kings,2020-01-28 14:21:41.516552,2020-01-28 14:21:41.516552
SGMA,290,U 1097,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Southwest Kings GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.9789,-119.951,,,,,Kings,2020-01-28 14:21:41.535593,2020-01-28 14:21:41.535593
SGMA,291,K021,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.4014,-119.58,,,,,Kings,2020-01-28 16:15:14.146939,2020-01-28 16:15:14.146939
SGMA,292,N 460 RESET,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3139,-119.722,,,,,Kings,2020-01-28 16:15:14.164311,2020-01-28 16:15:14.164311
SGMA,293,S224P2,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3279,-119.595,,,,,Kings,2020-01-28 16:15:14.178161,2020-01-28 16:15:14.178161
SGMA,294,SUB032,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3275,-119.647,,,,,Kings,2020-01-28 16:15:14.191835,2020-01-28 16:15:14.191835
SGMA,295,SUB068,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3136,-119.736,,,,,Kings,2020-01-28 16:15:14.207257,2020-01-28 16:15:14.207257
SGMA,296,SUB084,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.4346,-119.64,,,,,Kings,2020-01-28 16:15:14.220222,2020-01-28 16:15:14.220222
SGMA,297,SUB091,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3272,-119.646,,,,,Kings,2020-01-28 16:15:14.233605,2020-01-28 16:15:14.233605
SGMA,298,U 511,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3281,-119.625,,,,,Kings,2020-01-28 16:15:14.247629,2020-01-28 16:15:14.247629
SGMA,299,U 808,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3281,-119.609,,,,,Kings,2020-01-28 16:15:14.261597,2020-01-28 16:15:14.261597
SGMA,300,X 511,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3428,-119.646,,,,,Kings,2020-01-28 16:15:14.277347,2020-01-28 16:15:14.277347
SGMA,301,X 931,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3232,-119.709,,,,,Kings,2020-01-28 16:15:14.291621,2020-01-28 16:15:14.291621
SGMA,302,SUB038,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Tri-County Water Authority GSA - Tulare Lake,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.7899,-119.576,,,,,Kings,2020-01-29 09:58:41.621788,2020-01-29 09:58:41.621788
SGMA,303,SUB107,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Tri-County Water Authority GSA - Tulare Lake,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.934,-119.754,,,,,Kings,2020-01-29 09:58:41.649887,2020-01-29 09:58:41.649887
SGMA,304,Milepost 243,Surveying/Benchmark Sites,5-022.14 Kern County,2025 Amended Henry Miller GSA GSP,Henry Miller Water District GSA,,SGMA,"Land Subsidence,Land Subsidence",,,297,Elevation at ground surface,,297,Other,Unknown,35.2409,-119.306,,,,,Kern,2020-01-29 10:53:39.000053,2020-01-29 10:53:39.000053
SGMA,304,Milepost 243,Surveying/Benchmark Sites,5-022.14 Kern County,Henry Miller Water District GSA,Henry Miller Water District GSA,,SGMA,"Land Subsidence,Land Subsidence",,,297,Elevation at ground surface,,297,Other,Unknown,35.2409,-119.306,,,,,Kern,2020-01-29 10:53:39.000053,2020-01-29 10:53:39.000053
SGMA,305,Milepost 250,Surveying/Benchmark Sites,5-022.14 Kern County,2025 Amended Henry Miller GSA GSP,Henry Miller Water District GSA,,SGMA,"Land Subsidence,Land Subsidence",,,323,Elevation at ground surface ,,323,Other,Unknown,35.1743,-119.343,,,,,Kern,2020-01-29 10:55:36.099057,2020-01-29 10:55:36.099057
SGMA,305,Milepost 250,Surveying/Benchmark Sites,5-022.14 Kern County,Henry Miller Water District GSA,Henry Miller Water District GSA,,SGMA,"Land Subsidence,Land Subsidence",,,323,Elevation at ground surface ,,323,Other,Unknown,35.1743,-119.343,,,,,Kern,2020-01-29 10:55:36.099057,2020-01-29 10:55:36.099057
SGMA,306,CRCN (RMS),Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1139,-119.568,,,,,Kings,2020-01-29 10:56:32.952645,2020-01-29 10:56:32.952645
SGMA,307,S234P2,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1821,-119.6,,,,,Kings,2020-01-29 10:56:32.982347,2020-01-29 10:56:32.982347
SGMA,308,S238,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1234,-119.574,,,,,Kings,2020-01-29 10:56:33.002749,2020-01-29 10:56:33.002749
SGMA,309,SUB083,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.0362,-119.572,,,,,Kings,2020-01-29 10:56:33.022067,2020-01-29 10:56:33.022067
SGMA,310,SUB093,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,35.8879,-119.525,,,,,Tulare,2020-01-29 10:56:33.068592,2020-01-29 10:56:33.068592
SGMA,311,O,Remote Sensing - Other,5-022.13 Tule,Tule Subbasin Alpaugh GSP,Alpaugh GSA,,SGMA Representative,Land Subsidence,,,213,USGS DEM,,213,Digital Elevation Model,Unknown,35.8864,-119.482,,,,,Tulare,2020-01-30 13:03:54.994532,2020-01-30 13:03:54.994532
SGMA,312,S,Remote Sensing - Other,5-022.13 Tule,Tule Subbasin Alpaugh GSP,Alpaugh GSA,,SGMA Representative,Land Subsidence,,,212,USGS DEM,,212,Digital Elevation Model,Unknown,35.9133,-119.422,,,,,Tulare,2020-01-30 13:16:29.213930,2020-01-30 13:16:29.213930
SGMA,313,I,Remote Sensing - Other,5-022.13 Tule,DEID GSA,Delano-Earlimart Irrigation District GSA,,SGMA Representative,Land Subsidence,,,397,USGS DEM,,397,Digital Elevation Model,Unknown,35.8439,-119.161,,,,,Tulare,2020-01-30 14:46:01.664812,2020-01-30 14:46:01.664812
SGMA,314,K,Remote Sensing - Other,5-022.13 Tule,DEID GSA,Delano-Earlimart Irrigation District GSA,,SGMA Representative,Land Subsidence,,,282,USGS DEM,,282,Digital Elevation Model,Unknown,35.8923,-119.269,,,,,Tulare,2020-01-30 14:46:01.675153,2020-01-30 14:46:01.675153
SGMA,315,L,Remote Sensing - Other,5-022.13 Tule,DEID GSA,Delano-Earlimart Irrigation District GSA,,SGMA Representative,Land Subsidence,,,311,USGS DEM,,311,Digital Elevation Model,Unknown,35.8508,-119.246,,,,,Tulare,2020-01-30 14:46:01.683812,2020-01-30 14:46:01.683812
SGMA,316,P,Remote Sensing - Other,5-022.13 Tule,DEID GSA,Delano-Earlimart Irrigation District GSA,,SGMA Representative,Land Subsidence,,,223,USGS DEM,,223,Digital Elevation Model,Unknown,35.8768,-119.359,,,,,Tulare,2020-01-30 14:46:01.691905,2020-01-30 14:46:01.691905
SGMA,317,B,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,411,USGS DEM,,411,Digital Elevation Model,Unknown,36.0658,-119.093,,,,,Tulare,2020-01-30 14:46:25.833548,2020-01-30 14:46:25.833548
SGMA,318,C,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,402,USGS DEM,,402,Digital Elevation Model,Unknown,36.0722,-119.089,,,,,Tulare,2020-01-30 14:46:25.841974,2020-01-30 14:46:25.841974
SGMA,319,D,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,412,USGS DEM,,412,Digital Elevation Model,Unknown,36.0225,-119.097,,,,,Tulare,2020-01-30 14:46:25.850427,2020-01-30 14:46:25.850427
SGMA,320,E,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,402,USGS DEM,,402,Digital Elevation Model,Unknown,35.9778,-119.106,,,,,Tulare,2020-01-30 14:46:25.859248,2020-01-30 14:46:25.859248
SGMA,321,F,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,405,USGS DEM,,405,Digital Elevation Model,Unknown,35.9638,-119.107,,,,,Tulare,2020-01-30 14:46:25.868124,2020-01-30 14:46:25.868124
SGMA,322,G,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,412,USGS DEM,,412,Digital Elevation Model,Unknown,35.9498,-119.122,,,,,Tulare,2020-01-30 14:46:25.880417,2020-01-30 14:46:25.880417
SGMA,323,H,Remote Sensing - Other,5-022.13 Tule,,,,SGMA Representative,Land Subsidence,,,403,USGS DEM,,403,Digital Elevation Model,Unknown,35.9355,-119.133,,,,,Tulare,2020-01-30 14:46:25.892643,2020-01-30 14:46:25.892643
SGMA,324,A,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,217,USGS DEM,,217,Digital Elevation Model,Unknown,35.9385,-119.403,,,,,Tulare,2020-01-30 14:46:49.324964,2020-01-30 14:46:49.324964
SGMA,325,J,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,270,USGS DEM,,270,Digital Elevation Model,Unknown,35.97,-119.293,,,,,Tulare,2020-01-30 14:46:49.334249,2020-01-30 14:46:49.334249
SGMA,326,Q,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,269,USGS DEM,,269,Digital Elevation Model,Unknown,35.9218,-119.286,,,,,Tulare,2020-01-30 14:46:49.343256,2020-01-30 14:46:49.343256
SGMA,327,R,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,243,USGS DEM,,243,Digital Elevation Model,Unknown,35.9221,-119.342,,,,,Tulare,2020-01-30 14:46:49.351648,2020-01-30 14:46:49.351648
SGMA,328,A,Remote Sensing - Other,5-022.13 Tule,Pixley ID GSA,Pixley Irrigation District GSA,,SGMA Representative,Land Subsidence,,,217,USGS DEM,,217,Digital Elevation Model,Unknown,35.9385,-119.403,,,,,Tulare,2020-01-30 14:47:29.391339,2020-01-30 14:47:29.391339
SGMA,329,J,Remote Sensing - Other,5-022.13 Tule,Pixley ID GSA,Pixley Irrigation District GSA,,SGMA Representative,Land Subsidence,,,270,USGS DEM,,270,Digital Elevation Model,Unknown,35.97,-119.293,,,,,Tulare,2020-01-30 14:47:29.400711,2020-01-30 14:47:29.400711
SGMA,330,Q,Remote Sensing - Other,5-022.13 Tule,Pixley ID GSA,Pixley Irrigation District GSA,,SGMA Representative,Land Subsidence,,,269,USGS DEM,,269,Digital Elevation Model,Unknown,35.9218,-119.286,,,,,Tulare,2020-01-30 14:47:29.410101,2020-01-30 14:47:29.410101
SGMA,331,R,Remote Sensing - Other,5-022.13 Tule,Pixley ID GSA,Pixley Irrigation District GSA,,SGMA Representative,Land Subsidence,,,243,USGS DEM,,243,Digital Elevation Model,Unknown,35.9221,-119.342,,,,,Tulare,2020-01-30 14:47:29.418561,2020-01-30 14:47:29.418561
SGMA,332,M,Remote Sensing - Other,5-022.13 Tule,Basin 5-022.13 TCWA - Tule,Tri-County Water Authority GSA - Tule,,SGMA Representative,Land Subsidence,,,226,USGS DEM,,226,Digital Elevation Model,Unknown,35.8243,-119.375,,,,,Tulare,2020-01-30 14:48:19.901534,2020-01-30 14:48:19.901534
SGMA,333,N,Remote Sensing - Other,5-022.13 Tule,Basin 5-022.13 TCWA - Tule,Tri-County Water Authority GSA - Tule,,SGMA Representative,Land Subsidence,,,207,USGS DEM,,207,Digital Elevation Model,Unknown,35.8192,-119.465,,,,,Tulare,2020-01-30 14:48:19.918545,2020-01-30 14:48:19.918545
SGMA,334,T,Remote Sensing - Other,5-022.13 Tule,Basin 5-022.13 TCWA - Tule,Tri-County Water Authority GSA - Tule,,SGMA Representative,Land Subsidence,,,202,USGS DEM,,202,Digital Elevation Model,Unknown,35.9851,-119.479,,,,,Tulare,2020-01-30 14:48:19.932936,2020-01-30 14:48:19.932936
SGMA,335,V,Remote Sensing - Other,5-022.13 Tule,Basin 5-022.13 TCWA - Tule,Tri-County Water Authority GSA - Tule,,SGMA Representative,Land Subsidence,,,213,USGS DEM,,213,Digital Elevation Model,Unknown,35.9924,-119.443,,,,,Tulare,2020-01-30 14:48:19.946347,2020-01-30 14:48:19.946347
SGMA,336,U,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,213,USGS DEM,,213,Digital Elevation Model,Unknown,36.057,-119.506,,,,,Tulare,2020-01-30 19:06:09.231489,2020-01-30 19:06:09.231489
SGMA,337,W,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,350,USGS DEM,,350,Digital Elevation Model,Unknown,36.0646,-119.179,,,,,Tulare,2020-01-30 19:06:09.242736,2020-01-30 19:06:09.242736
SGMA,338,X,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,272,USGS DEM,,272,Digital Elevation Model,Unknown,36.1201,-119.32,,,,,Tulare,2020-01-30 19:06:09.251068,2020-01-30 19:06:09.251068
SGMA,339,Y,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,265,USGS DEM,,265,Digital Elevation Model,Unknown,36.0638,-119.324,,,,,Tulare,2020-01-30 19:06:09.260845,2020-01-30 19:06:09.260845
SGMA,340,Z,Remote Sensing - Other,5-022.13 Tule,LTRID GSA,Lower Tule River Irrigation District GSA,,SGMA Representative,Land Subsidence,,,243,USGS DEM,,243,Digital Elevation Model,Unknown,36.087,-119.396,,,,,Tulare,2020-01-30 19:06:09.268832,2020-01-30 19:06:09.268832
SGMA,341,GT2135,Surveying/Benchmark Sites,5-022.11 Kaweah,GKGSA 2nd Amended GSP,Greater Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2893,-119.288,,,,,Tulare,2020-01-31 08:25:11.280423,2020-01-31 08:25:11.280423
